2.000000000000000000e+00,8.000000000000000000e+00,1.900000000000000000e+01,2.400000000000000000e+01,1.700000000000000000e+01,1.600000000000000000e+01,7.000000000000000000e+00,5.000000000000000000e+00,8.000000000000000000e+00,1.800000000000000000e+01,2.200000000000000000e+01,4.000000000000000000e+01,5.700000000000000000e+01,4.800000000000000000e+01,3.400000000000000000e+01,2.200000000000000000e+01,1.000000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.600000000000000000e+01,5.300000000000000000e+01,8.800000000000000000e+01,9.200000000000000000e+01,1.000000000000000000e+02,7.400000000000000000e+01,5.100000000000000000e+01,1.900000000000000000e+01,2.200000000000000000e+01,5.200000000000000000e+01,9.800000000000000000e+01,1.820000000000000000e+02,1.730000000000000000e+02,2.000000000000000000e+02,1.580000000000000000e+02,1.090000000000000000e+02,4.400000000000000000e+01,1.500000000000000000e+01,2.000000000000000000e+00,2.000000000000000000e+00
6.300000000000000000e+01,1.410000000000000000e+02,2.710000000000000000e+02,3.200000000000000000e+02,3.140000000000000000e+02,2.540000000000000000e+02,1.390000000000000000e+02,6.700000000000000000e+01,6.900000000000000000e+01,1.480000000000000000e+02,2.690000000000000000e+02,3.920000000000000000e+02,5.000000000000000000e+02,5.200000000000000000e+02,4.660000000000000000e+02,2.760000000000000000e+02,1.300000000000000000e+02,5.000000000000000000e+01,1.400000000000000000e+01,2.000000000000000000e+00
1.120000000000000000e+02,2.730000000000000000e+02,4.490000000000000000e+02,5.740000000000000000e+02,5.700000000000000000e+02,4.410000000000000000e+02,2.410000000000000000e+02,1.470000000000000000e+02,1.640000000000000000e+02,2.840000000000000000e+02,5.210000000000000000e+02,7.600000000000000000e+02,9.170000000000000000e+02,8.940000000000000000e+02,7.130000000000000000e+02,4.970000000000000000e+02,2.690000000000000000e+02,8.500000000000000000e+01,2.200000000000000000e+01,6.000000000000000000e+00
1.090000000000000000e+02,2.370000000000000000e+02,4.340000000000000000e+02,5.760000000000000000e+02,5.450000000000000000e+02,4.740000000000000000e+02,2.480000000000000000e+02,1.690000000000000000e+02,2.080000000000000000e+02,4.410000000000000000e+02,7.340000000000000000e+02,9.950000000000000000e+02,1.162000000000000000e+03,1.049000000000000000e+03,8.510000000000000000e+02,5.450000000000000000e+02,2.590000000000000000e+02,1.120000000000000000e+02,2.900000000000000000e+01,1.200000000000000000e+01
5.600000000000000000e+01,1.370000000000000000e+02,2.510000000000000000e+02,3.520000000000000000e+02,3.420000000000000000e+02,2.600000000000000000e+02,1.660000000000000000e+02,1.180000000000000000e+02,2.350000000000000000e+02,4.850000000000000000e+02,9.220000000000000000e+02,1.194000000000000000e+03,1.208000000000000000e+03,1.076000000000000000e+03,7.280000000000000000e+02,4.360000000000000000e+02,2.090000000000000000e+02,8.400000000000000000e+01,2.000000000000000000e+01,3.000000000000000000e+00
1.500000000000000000e+01,4.100000000000000000e+01,8.900000000000000000e+01,1.110000000000000000e+02,1.240000000000000000e+02,8.400000000000000000e+01,6.300000000000000000e+01,1.110000000000000000e+02,2.450000000000000000e+02,5.310000000000000000e+02,8.760000000000000000e+02,1.105000000000000000e+03,1.172000000000000000e+03,9.130000000000000000e+02,5.730000000000000000e+02,3.010000000000000000e+02,1.230000000000000000e+02,3.100000000000000000e+01,7.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,5.000000000000000000e+00,1.200000000000000000e+01,2.600000000000000000e+01,1.600000000000000000e+01,1.800000000000000000e+01,9.500000000000000000e+01,2.000000000000000000e+02,3.350000000000000000e+02,4.580000000000000000e+02,6.400000000000000000e+02,9.060000000000000000e+02,9.320000000000000000e+02,7.170000000000000000e+02,4.160000000000000000e+02,1.880000000000000000e+02,5.200000000000000000e+01,1.200000000000000000e+01,6.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+01,1.500000000000000000e+02,4.820000000000000000e+02,5.660000000000000000e+02,3.970000000000000000e+02,4.710000000000000000e+02,5.880000000000000000e+02,6.140000000000000000e+02,4.490000000000000000e+02,2.620000000000000000e+02,1.240000000000000000e+02,3.400000000000000000e+01,8.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00,4.000000000000000000e+00,2.800000000000000000e+01,2.890000000000000000e+02,7.930000000000000000e+02,8.470000000000000000e+02,4.070000000000000000e+02,2.580000000000000000e+02,3.120000000000000000e+02,3.360000000000000000e+02,2.270000000000000000e+02,1.360000000000000000e+02,5.200000000000000000e+01,1.900000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
